gene,mean,std
ABCC11,0.000999059157169276,1.0743132100412038
ACTG2,0.0013050272930620716,1.0637032411396414
ADGRE5,-0.006508188237035005,1.0358163170290076
ADH1B,-0.0017056994544641074,1.1953957811498563
ADIPOQ,-0.002172243954049596,1.198232074264217
AIF1,-0.012768677119903371,1.1691110436634407
AKR1C1,0.003047584979430554,1.0301776059903696
AKR1C3,0.000852686511270181,1.0193948979109975
ALDH1A3,0.0019096131701147228,1.0505607571886235
ANGPT2,-0.005625399136333902,1.2652381037216667
ANKRD28,0.018011647317892444,1.1288593600953665
ANKRD29,0.0018058588180160158,1.1013125534914183
APOBEC3A,0.0007273354015811048,1.008166970626531
APOBEC3B,-0.0050999448297038286,0.9995270027242427
APOC1,-0.008951892089604528,1.1422084421736876
AQP3,-0.0013645919507960216,1.0245881248279687
AVPR1A,0.0024340619751039524,1.1243484819546712
BACE2,-0.0020119093114947897,1.0616201998277517
BANK1,-0.01605674182847435,1.4129103766953948
C15orf48,0.0039106300161114264,1.078496352302088
C1QA,-0.011890177818532218,1.10364992495294
C1QC,-0.015327122191309842,1.1871016823479326
C2orf42,0.0036025614413935135,1.028040254779751
C5orf46,0.004573482727304015,1.0360283268277133
C6orf132,0.014391522244493192,1.0863353537684994
CAV1,-0.0036031349009695,1.2806461227922883
CAVIN2,-0.0024402352066172583,1.0931396280861876
CCL5,-0.012125652607109665,1.253893935250835
CCL8,-0.0021749635759411128,1.1176486063969129
CCPG1,0.009202840803381197,1.053017251439618
CCR7,-0.009596488368429128,1.069836979647147
CD14,-0.014857801718541293,1.26412914670137
CD163,-0.01354414627281797,1.271215041358651
CD19,-0.009878192927141954,1.1182627018034665
CD247,-0.010161684377645471,1.06206254943922
CD27,-0.01332018579257249,1.0441144245483256
CD274,0.0012827625016189556,1.0190810429684038
CD3E,-0.024427323033421044,1.3354791796192476
CD3G,-0.011841517808127039,1.0793491883416066
CD4,-0.02134222912851285,1.2073980128664041
CD68,-0.01626525238258215,1.2003782656153181
CD69,-0.011183000282090662,1.1015420340140802
CD79A,-0.016029580314188364,1.2322241224787205
CD79B,-0.008253158250186935,1.0522875432909975
CD80,-0.0007933764094491095,1.0121128782742728
CD83,-0.011606325084358155,1.156701938894777
CD86,-0.0025730606069157163,1.0225220899415772
CD8A,-0.010870909784451066,1.2627706431532346
CD93,-0.018661551095952165,1.3838956162775928
CDC42EP1,0.00010867199486937294,1.0225345850520215
CEACAM6,0.0036585453752397226,1.114063571992973
CEACAM8,-0.00013321982763281147,0.9990145716892386
CENPF,-0.006166190250587365,1.1396936270222804
CLEC14A,-0.014327012559369849,1.3983448055453835
CLEC9A,0.0009006429597151872,1.0208368976333246
CLECL1,-4.911970470735158e-05,1.013887055995049
CRISPLD2,0.006176752098802123,1.1392379978216545
CTH,0.004402995115392191,1.0380219655495926
CTLA4,-0.008321249382072208,1.1877919916744335
CTSG,-0.005394308204442997,1.339591893241743
CX3CR1,-0.003754280010980811,1.1431673460444276
CXCL16,0.00213118269702079,1.0407827775257776
CXCL5,0.002336941092104141,1.0336363906797001
CXCR4,-0.021655056894969164,1.302179144144064
CYTIP,-0.01694503755775867,1.0800045745723565
DAPK3,0.004365446781719943,1.0495838489301632
DMKN,0.007514570917037123,1.0667499150781916
DNAAF1,0.002854424759470555,1.039000714875333
DNTTIP1,0.015115353971481211,1.0791281368139738
DPT,0.0036724945095714225,1.3151848968323947
DSC2,0.014864386978373174,1.1133545964356217
DUSP2,-0.0023119756267030475,1.0562433906023976
DUSP5,0.012058022172038713,1.0991863379294666
EGFL7,-0.011900196490206431,1.1825245626966134
EGFR,0.0029107412144571314,1.0876583359606233
EIF4EBP1,0.011339198773623561,1.1024566987533666
ERN1,-0.0006835097142803518,1.04608633436351
ESM1,-0.01137670205509794,1.3546602237680336
FAM49A,-0.004262626502376045,1.012723298550936
FASN,0.005866435643096022,1.1216976327433876
FBLN1,0.0055903793141852546,1.1541269479234697
FCER1A,-0.0040610898488967605,1.1961307187434753
FCER1G,-0.018378576955535623,1.2771057689496699
FCGR3A,-0.006225787413381574,1.1939777216461966
FGL2,-0.014008133157838772,1.2099994635024645
FOXC2,0.001835325032269774,1.0369719904127654
FOXP3,-0.003724424841441703,1.1219460229525242
FSTL3,0.0026437323518609538,1.0795726241776695
GJB2,0.00047997344206613594,1.047580963332147
GLIPR1,-0.009141321354047728,1.0446420580526918
GNLY,-0.0049858759207756,1.3272104441558765
GPR183,-0.013407297557414537,1.0944265833660012
GZMA,-0.005894487257316613,1.168746735817252
GZMK,-0.00014839774176675006,1.0516082679639374
HAVCR2,-0.008122365470250182,1.0801008746455647
HOOK2,0.00796903001532933,1.070788828278129
HOXD8,0.000901407512490268,1.0656093910993205
HOXD9,-0.0008886618628245349,1.0375477547687637
HPX,0.003284817210321325,1.034956088811622
IGF1,-0.0024167499928046034,1.2699020794621063
IGSF6,-0.007983462362685323,1.0569826953806651
IL2RA,-0.004833913354498219,1.0043460179786943
IL2RG,-0.021528150527578685,1.0945503292382097
IL3RA,-0.004925824991506304,1.021230475632315
IL7R,-0.02134589145891274,1.4271569056678053
ITGAM,-0.006630329698431721,1.0039653300262803
ITGAX,-0.012921650731614987,1.2091879337316358
ITM2C,-0.01390642226820668,1.199435034837102
JUP,0.02154252477094156,1.1269780824123337
KARS,0.008277860443799297,1.0314837529283623
KDR,-0.015461312794408866,1.2696752282855197
KIT,-0.0044436975342328645,1.2677564837514619
KLF5,0.009423957508423305,1.068065448200762
KLRB1,-0.006583586986538367,1.1387083308690884
KLRC1,0.005276776405494777,1.0317375171503034
KLRD1,0.0025524903146263546,1.0318185237206865
KLRF1,0.0023714347076324435,1.0289130419409556
KRT14,0.00677379736176243,1.0714276456075833
KRT23,0.009004300033380366,1.118528386332013
KRT5,-0.0007246768383789709,1.0165446028783487
KRT6B,0.0012816484522491808,1.008111660663454
KRT7,0.0223027247427866,1.1970481622907267
LAG3,0.00012168634729343618,1.0130190007014201
LARS,0.010111660038385848,1.0381738280395103
LGALSL,0.00830563434977115,1.0504171454739526
LILRA4,-0.00515127979433691,1.049254169087964
LPL,-0.005552242630297605,1.230913771782586
LPXN,-0.010748181774258639,1.0372867801866599
LRRC15,0.0035473203194879292,1.1516959957476276
LTB,-0.014824273173449615,1.1549609190737413
LY86,-0.003339860804476157,1.0123398666679742
LYPD3,0.01367967698589953,1.1787659059804676
MAP3K8,-0.0019021502263107404,1.0322365360367127
MKI67,-0.014442630887473449,1.162366767066156
MMP1,0.0015906037610816845,1.069377142895839
MMP12,-0.0015077163516231849,1.2160169520053226
MMP2,-0.007017833158683445,1.324641625778266
MMRN2,-0.007548571899208186,1.19265281926503
MNDA,-0.0028946995077725733,1.069575825850373
MRC1,-0.009222457557633542,1.136000848909912
MUC6,0.0016546019218392591,1.0145802614464672
MYBPC1,0.0039061700516660356,1.0255730720991973
MYLK,0.008349042521296828,1.3224410332087742
MYO5B,0.02129193921671898,1.1219991582877857
MZB1,-0.017761803143698247,1.3597850486447312
NCAM1,0.00032767782549295764,1.0121899316068672
NDUFA4L2,0.0003733584712856913,1.023331358411038
NKG7,-0.005169006020306647,1.0718869803617357
NOSTRIN,0.007081021162399999,1.1160869327960403
OCIAD2,0.010547257906172077,1.0550670941099414
OPRPN,0.0016240662908596605,1.0170902121613468
OXTR,0.0005799278099352707,1.0482779974055965
PCLAF,-0.0026376922495925242,1.0477470802209141
PDCD1,-0.0020105456226235624,0.985040825287471
PDCD1LG2,-0.0008407071959555609,1.0162503289342115
PDE4A,0.0012062486017725715,1.035090855619352
PDGFRA,0.0033120472244868647,1.4003473188261566
PDK4,0.011952221094919746,1.0751129467355307
PELI1,-0.0031663009367462335,1.0608760289935923
PGR,0.0031724959006973344,1.0651075498166713
PIGR,0.001118098513125335,1.0199983671598163
PIM1,0.0022266452075557913,1.0964136374459177
PLD4,-0.003989181580859002,1.0116641297896052
PPARG,0.0005513003011741003,1.0352299989080809
PRDM1,-0.01372944029404128,1.1142392437394912
PRF1,-0.004285309636232236,1.0435909385015987
PTN,0.0048491086507074805,1.1549491007767365
PTRHD1,0.008041699174563342,1.0540218901451655
RAMP2,0.0010926366402835548,1.1074635958581438
RAPGEF3,-0.001657929341559014,1.0413658362732947
RHOH,0.0008577703338036451,1.0390146953608876
RORC,0.006700939776817692,1.0620214816293483
RTKN2,0.0017994899860471765,1.0397146463504774
S100A4,-0.0053859520871017905,1.0973039097593826
S100A8,0.0026432547149154184,1.3005650679617755
SCD,-0.0004534798607535112,1.232578078453853
SCGB2A1,0.0012482611967188988,1.0149117885014787
SEC11C,0.0026343545037775923,1.09786755348359
SEC24A,0.010881985526561952,1.0590996392916578
SELL,-0.015563324363536255,1.1914814982839106
SERHL2,0.005188560077428675,1.0997601749145702
SERPINB9,-0.013194698491313925,1.093328928009238
SFRP1,0.0024492886913145377,1.1013627874322522
SH3YL1,0.013981958317717246,1.0734216674517896
SLAMF1,-0.008162654522179012,1.0233390353251706
SLAMF7,-0.016294208518249694,1.1807515072994557
SLC25A37,-0.0016702217973151815,1.0120747221419109
SLC5A6,0.007323392665423648,1.0824779039831818
SMAP2,-0.0023571195393259593,1.041641162536269
SNAI1,0.001178444464115322,1.0265661549584384
SOX17,0.002942833525054042,1.03156802590109
SOX18,-0.0034767849748474047,1.0319593754558054
SPIB,-0.005686685978901858,1.0449691086356343
SQLE,0.011141724946237906,1.0881826491563502
SRPK1,0.012891954683158735,1.0866584334001883
SSTR2,0.0017405820990023446,1.0348321489935206
STC1,0.022838278230749347,1.2639004945390828
SVIL,0.011816263161061038,1.1098006425415148
TAC1,0.004760075898469876,1.0404157505827278
TCEAL7,0.0029919796739548755,1.02475028946251
TCF4,-0.004234377277044478,1.1228416737462066
TCF7,-0.013626103545670402,1.1038054582835983
TCIM,-0.006084124250168153,1.4660063386825002
TCL1A,-0.000341287498224612,1.0402037288972834
TENT5C,-0.004059560815050266,1.1675812743686929
THAP2,0.007673914531845885,1.0406489875068476
TIFA,0.007206373397539165,1.0636348840522016
TIGIT,-0.006676996712412678,1.0704099133330436
TIMP4,0.0006208775425419876,1.0635989677039195
TMEM147,0.012362971346245397,1.0880992884710379
TNFRSF17,-0.001888713351081968,1.0059300128405784
TOP2A,-0.01722445006238092,1.3238533459143007
TPSAB1,-0.0027752528154319344,1.7572167727580204
TRAC,-0.030754144099027377,1.482006685833041
TRAF4,0.013635612804426102,1.1007219628968812
TRIB1,0.0016424847827773588,1.0686439856353995
TUBA4A,-0.0015121964663114874,1.0251301229917165
TUBB2B,0.004407609823493907,1.0508589880029306
UCP1,0.0027384911400786488,1.0262874274107723
USP53,0.012737688995107127,1.105191211251691
VOPP1,0.0010749539986985746,1.0254014943491079
WARS,0.005258333588373493,1.0685374658002607
ZEB1,-0.0015011127249576653,1.115557167786117
ZNF562,0.007414281513660294,1.048267020104609
